IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
138.3.214.43,8080,8080,false,LAX,North America,Los Angeles,192,11.15
143.47.177.248,443,443,true,FRA,Europe,Frankfurt,183,11.13
143.47.226.84,443,443,true,FRA,Europe,Frankfurt,177,11.13
130.162.171.207,443,443,true,FRA,Europe,Frankfurt,211,11.12
168.138.198.53,8080,8080,false,NRT,Asia Pacific,Tokyo,82,11.09
150.230.97.239,2087,2087,true,LAX,North America,Los Angeles,205,11.08
130.162.184.104,443,443,true,FRA,Europe,Frankfurt,246,11.08
150.230.201.39,8443,8443,true,NRT,Asia Pacific,Tokyo,75,11.08
152.70.164.219,443,443,true,FRA,Europe,Frankfurt,165,11.07
158.179.180.109,80,80,false,SIN,Asia Pacific,Singapore,140,11.07
151.145.74.56,2082,2082,false,HKG,Asia Pacific,Hong Kong,240,11.07
150.230.208.113,8080,8080,false,HKG,Asia Pacific,Hong Kong,233,11.06
152.70.98.174,2083,2083,true,SIN,Asia Pacific,Singapore,173,11.05
152.70.106.185,8443,8443,true,SIN,Asia Pacific,Singapore,149,11.05
150.230.216.117,80,80,false,NRT,Asia Pacific,Tokyo,72,11.05
141.147.4.93,443,443,true,FRA,Europe,Frankfurt,155,11.05
141.147.165.179,2086,2086,false,NRT,Asia Pacific,Tokyo,70,11.03
140.238.52.141,2096,2096,true,HKG,Asia Pacific,Hong Kong,228,11.03
140.238.61.78,8443,8443,true,HKG,Asia Pacific,Hong Kong,249,11.03
132.145.123.159,80,80,false,NRT,Asia Pacific,Tokyo,70,11.02
151.145.68.104,2095,2095,false,SIN,Asia Pacific,Singapore,150,11.01
151.145.75.28,8443,8443,true,NRT,Asia Pacific,Tokyo,90,11.01
143.47.226.171,443,443,true,FRA,Europe,Frankfurt,178,11.00
138.3.212.162,8880,8880,false,LAX,North America,Los Angeles,192,10.99
155.248.176.68,2087,2087,true,LAX,North America,Los Angeles,175,10.98
168.138.202.169,2095,2095,false,NRT,Asia Pacific,Tokyo,74,10.98
89.168.72.173,443,443,true,FRA,Europe,Frankfurt,183,10.98
151.145.75.28,8880,8880,false,NRT,Asia Pacific,Tokyo,73,10.97
140.238.62.12,2083,2083,true,SIN,Asia Pacific,Singapore,147,10.96
141.147.164.54,2096,2096,true,NRT,Asia Pacific,Tokyo,109,10.96
132.145.127.21,2083,2083,true,NRT,Asia Pacific,Tokyo,72,10.96
152.70.111.251,2086,2086,false,NRT,Asia Pacific,Tokyo,79,10.95
150.230.101.125,2096,2096,true,HKG,Asia Pacific,Hong Kong,293,10.94
150.230.105.228,80,80,false,HKG,Asia Pacific,Hong Kong,133,10.93
138.2.11.179,2053,2053,true,NRT,Asia Pacific,Tokyo,119,10.93
138.2.14.164,8443,8443,true,LAX,North America,Los Angeles,191,10.92
138.3.220.4,2095,2095,false,LAX,North America,Los Angeles,181,10.92
150.230.105.228,2082,2082,false,HKG,Asia Pacific,Hong Kong,135,10.92
141.147.178.135,2086,2086,false,HKG,Asia Pacific,Hong Kong,130,10.91
151.145.65.8,2053,2053,true,NRT,Asia Pacific,Tokyo,71,10.91
158.101.140.154,2083,2083,true,NRT,Asia Pacific,Tokyo,82,10.91
150.230.216.117,2053,2053,true,NRT,Asia Pacific,Tokyo,97,10.89
150.230.192.173,8880,8880,false,LAX,North America,Los Angeles,175,10.89
168.138.198.202,2096,2096,true,NRT,Asia Pacific,Tokyo,114,10.89
150.230.105.228,2087,2087,true,HKG,Asia Pacific,Hong Kong,141,10.87
89.168.126.23,443,443,true,FRA,Europe,Frankfurt,183,10.87
84.235.173.163,443,443,true,FRA,Europe,Frankfurt,187,10.87
141.147.175.230,2083,2083,true,LAX,North America,Los Angeles,305,10.87
141.147.168.13,8080,8080,false,SIN,Asia Pacific,Singapore,146,10.86
168.138.206.109,2087,2087,true,NRT,Asia Pacific,Tokyo,121,10.85
140.238.52.141,2083,2083,true,HKG,Asia Pacific,Hong Kong,249,10.80
132.145.123.238,8443,8443,true,SIN,Asia Pacific,Singapore,158,10.80
132.145.123.143,2086,2086,false,SIN,Asia Pacific,Singapore,154,10.77
150.230.99.173,2053,2053,true,HKG,Asia Pacific,Hong Kong,235,10.77
168.138.202.145,2052,2052,false,NRT,Asia Pacific,Tokyo,71,10.77
143.47.185.74,443,443,true,FRA,Europe,Frankfurt,207,10.76
89.168.73.250,443,443,true,FRA,Europe,Frankfurt,181,10.76
141.147.15.138,443,443,true,FRA,Europe,Frankfurt,205,10.76
141.147.174.190,2096,2096,true,LAX,North America,Los Angeles,176,10.76
140.83.38.243,8443,8443,true,SIN,Asia Pacific,Singapore,153,10.74
130.61.14.66,443,443,true,FRA,Europe,Frankfurt,167,10.74
168.138.198.53,8443,8443,true,NRT,Asia Pacific,Tokyo,126,10.74
143.47.252.246,443,443,true,FRA,Europe,Frankfurt,178,10.74
158.180.42.201,443,443,true,FRA,Europe,Frankfurt,180,10.72
141.147.167.44,2087,2087,true,NRT,Asia Pacific,Tokyo,90,10.72
141.147.168.13,2053,2053,true,LAX,North America,Los Angeles,188,10.70
138.2.13.133,2052,2052,false,NRT,Asia Pacific,Tokyo,75,10.70
138.3.222.204,80,80,false,HKG,Asia Pacific,Hong Kong,227,10.70
144.24.169.81,8443,443,true,FRA,Europe,Frankfurt,165,10.69
141.147.164.123,2096,2096,true,NRT,Asia Pacific,Tokyo,84,10.67
144.24.85.158,443,443,true,ICN,Asia Pacific,Seoul,69,10.67
144.24.170.33,443,443,true,FRA,Europe,Frankfurt,202,10.66
152.70.63.165,443,443,true,FRA,Europe,Frankfurt,177,10.64
150.230.105.228,2083,2083,true,HKG,Asia Pacific,Hong Kong,127,10.63
129.146.83.33,8443,8443,true,LAX,North America,Los Angeles,182,10.63
141.147.61.116,8443,443,true,FRA,Europe,Frankfurt,181,10.63
138.3.243.21,443,443,true,FRA,Europe,Frankfurt,188,10.62
152.70.104.69,8443,8443,true,HKG,Asia Pacific,Hong Kong,262,10.62
150.230.216.34,2087,2087,true,LAX,North America,Los Angeles,200,10.62
193.123.33.15,443,443,true,FRA,Europe,Frankfurt,194,10.61
141.147.164.54,2082,2082,false,NRT,Asia Pacific,Tokyo,75,10.61
141.147.169.195,2096,2096,true,NRT,Asia Pacific,Tokyo,83,10.59
150.230.105.53,2096,2096,true,LAX,North America,Los Angeles,214,10.58
138.3.222.204,2095,2095,false,HKG,Asia Pacific,Hong Kong,238,10.57
138.3.215.11,2087,2087,true,HKG,Asia Pacific,Hong Kong,149,10.57
130.162.211.207,8443,443,true,FRA,Europe,Frankfurt,166,10.56
150.230.104.197,2087,2087,true,NRT,Asia Pacific,Tokyo,130,10.56
132.145.125.165,8443,8443,true,NRT,Asia Pacific,Tokyo,69,10.55
138.2.14.209,2087,2087,true,LAX,North America,Los Angeles,257,10.53
150.230.214.218,80,80,false,SIN,Asia Pacific,Singapore,142,10.53
141.147.38.5,443,443,true,FRA,Europe,Frankfurt,164,10.53
141.148.225.128,443,443,true,FRA,Europe,Frankfurt,170,10.52
141.147.110.202,443,443,true,FRA,Europe,Frankfurt,195,10.51
132.226.6.5,2053,2053,true,SIN,Asia Pacific,Singapore,147,10.50
150.230.216.117,2052,2052,false,NRT,Asia Pacific,Tokyo,74,10.50
132.145.123.14,2053,2053,true,NRT,Asia Pacific,Tokyo,78,10.49
132.226.9.173,2083,2083,true,LAX,North America,Los Angeles,177,10.48
130.61.203.115,8443,443,true,FRA,Europe,Frankfurt,169,10.47
138.3.210.114,2053,2053,true,LAX,North America,Los Angeles,190,10.47
150.230.217.63,80,80,false,SIN,Asia Pacific,Singapore,146,10.47
193.123.32.228,443,443,true,FRA,Europe,Frankfurt,239,10.45
132.145.123.159,2096,2096,true,NRT,Asia Pacific,Tokyo,72,10.44
155.248.160.116,2087,2087,true,NRT,Asia Pacific,Tokyo,75,10.44
132.226.6.5,2096,2096,true,LAX,North America,Los Angeles,192,10.44
138.2.29.250,2095,2095,false,LAX,North America,Los Angeles,174,10.40
152.70.48.32,443,443,true,FRA,Europe,Frankfurt,179,10.40
168.138.211.188,2086,2086,false,HKG,Asia Pacific,Hong Kong,129,10.36
130.162.181.88,443,443,true,FRA,Europe,Frankfurt,190,10.35
141.147.167.44,80,80,false,NRT,Asia Pacific,Tokyo,74,10.34
150.230.99.173,8880,8880,false,LAX,North America,Los Angeles,189,10.34
151.145.65.203,8080,8080,false,HKG,Asia Pacific,Hong Kong,236,10.34
138.3.208.9,2053,2053,true,SIN,Asia Pacific,Singapore,246,10.30
132.145.123.14,80,80,false,NRT,Asia Pacific,Tokyo,68,10.28
141.147.166.189,80,80,false,SIN,Asia Pacific,Singapore,142,10.27
138.3.217.39,2082,2082,false,SIN,Asia Pacific,Singapore,145,10.26
132.145.126.21,2087,2087,true,NRT,Asia Pacific,Tokyo,74,10.23
138.3.215.11,2096,2096,true,HKG,Asia Pacific,Hong Kong,153,10.22
151.145.74.199,2052,2052,false,SIN,Asia Pacific,Singapore,147,10.21
130.162.162.196,443,443,true,FRA,Europe,Frankfurt,182,10.19
150.230.202.232,8880,8880,false,NRT,Asia Pacific,Tokyo,70,10.18
140.238.59.255,2083,2083,true,HKG,Asia Pacific,Hong Kong,233,10.15
144.24.186.29,443,443,true,FRA,Europe,Frankfurt,179,10.15
132.226.9.173,2087,2087,true,LAX,North America,Los Angeles,198,10.14
132.145.123.159,2083,2083,true,NRT,Asia Pacific,Tokyo,69,10.14
144.21.32.193,2087,443,true,AMS,Europe,Amsterdam,209,10.13
141.148.236.194,443,443,true,FRA,Europe,Frankfurt,184,10.12
155.248.177.210,2086,2086,false,NRT,Asia Pacific,Tokyo,80,10.10
130.162.164.77,443,443,true,FRA,Europe,Frankfurt,177,10.10
84.235.174.197,443,443,true,FRA,Europe,Frankfurt,182,10.10
152.70.106.13,8443,8443,true,NRT,Asia Pacific,Tokyo,93,10.09
151.145.74.56,2086,2086,false,LAX,North America,Los Angeles,176,10.08
84.235.172.253,443,0,true,FRA,Europe,Frankfurt,172,10.08
141.148.224.0,443,443,true,FRA,Europe,Frankfurt,170,10.07
150.230.107.197,8080,8080,false,SIN,Asia Pacific,Singapore,145,10.07
158.180.45.34,443,443,true,FRA,Europe,Frankfurt,173,10.07
84.235.160.251,443,443,true,FRA,Europe,Frankfurt,181,10.06
158.179.176.239,2052,2052,false,LAX,North America,Los Angeles,189,10.06
150.230.208.113,2087,2087,true,LAX,North America,Los Angeles,183,10.04
151.145.66.219,8443,8443,true,NRT,Asia Pacific,Tokyo,74,10.03
132.145.126.21,8880,8880,false,NRT,Asia Pacific,Tokyo,69,10.02
144.24.85.158,80,80,false,ICN,Asia Pacific,Seoul,67,10.01
138.2.8.232,2086,2086,false,LAX,North America,Los Angeles,174,10.00
158.179.183.2,80,80,false,LAX,North America,Los Angeles,182,10.00
132.145.127.51,2086,2086,false,LAX,North America,Los Angeles,184,9.99
168.138.212.184,2087,2087,true,NRT,Asia Pacific,Tokyo,81,9.98
130.162.182.191,443,443,true,FRA,Europe,Frankfurt,180,9.98
141.147.114.246,443,443,true,FRA,Europe,Frankfurt,190,9.97
158.179.180.109,8880,8880,false,HKG,Asia Pacific,Hong Kong,239,9.97
158.179.183.2,2082,2082,false,SIN,Asia Pacific,Singapore,147,9.97
89.168.125.213,443,443,true,FRA,Europe,Frankfurt,181,9.96
138.3.212.144,2086,2086,false,SIN,Asia Pacific,Singapore,147,9.95
138.2.14.248,2096,2096,true,HKG,Asia Pacific,Hong Kong,218,9.94
150.230.207.53,2083,2083,true,NRT,Asia Pacific,Tokyo,80,9.94
141.148.235.108,443,443,true,SIN,Asia Pacific,Singapore,172,9.93
150.230.212.213,2087,2087,true,LAX,North America,Los Angeles,180,9.93
130.162.48.245,443,443,true,FRA,Europe,Frankfurt,195,9.93
130.162.184.144,443,443,true,FRA,Europe,Frankfurt,184,9.91
150.230.197.156,2095,2095,false,NRT,Asia Pacific,Tokyo,71,9.91
132.226.132.85,443,443,true,FRA,Europe,Frankfurt,178,9.89
138.2.29.102,8880,8880,false,SIN,Asia Pacific,Singapore,146,9.89
143.47.231.205,443,0,true,AMS,Europe,Amsterdam,190,9.88
151.145.65.203,2082,2082,false,LAX,North America,Los Angeles,176,9.85
132.226.9.173,2082,2082,false,SIN,Asia Pacific,Singapore,164,9.85
132.226.128.104,443,443,true,FRA,Europe,Frankfurt,205,9.84
129.146.84.236,443,443,true,LAX,North America,Los Angeles,239,9.84
138.2.14.248,80,80,false,HKG,Asia Pacific,Hong Kong,129,9.83
141.147.160.221,2087,2087,true,NRT,Asia Pacific,Tokyo,104,9.82
168.138.202.145,8443,8443,true,NRT,Asia Pacific,Tokyo,170,9.82
138.2.8.232,8880,8880,false,SIN,Asia Pacific,Singapore,143,9.81
168.138.211.217,2083,2083,true,NRT,Asia Pacific,Tokyo,183,9.79
138.3.211.101,2082,2082,false,NRT,Asia Pacific,Tokyo,71,9.78
152.70.102.124,80,80,false,HKG,Asia Pacific,Hong Kong,136,9.76
150.230.213.95,2083,2083,true,SIN,Asia Pacific,Singapore,166,9.76
132.226.5.102,2087,2087,true,LAX,North America,Los Angeles,184,9.74
141.147.178.115,2086,2086,false,HKG,Asia Pacific,Hong Kong,237,9.71
141.147.179.64,2053,2053,true,NRT,Asia Pacific,Tokyo,93,9.69
141.147.83.211,443,443,true,FRA,Europe,Frankfurt,192,9.69
141.147.111.209,443,443,true,FRA,Europe,Frankfurt,205,9.68
129.146.17.9,443,443,true,LAX,North America,Los Angeles,183,9.68
150.230.207.53,2096,2096,true,NRT,Asia Pacific,Tokyo,105,9.67
150.230.200.210,2082,2082,false,LAX,North America,Los Angeles,196,9.67
140.83.53.190,443,443,true,KIX,Asia Pacific,Osaka,87,9.66
158.101.149.81,8880,8880,false,HKG,Asia Pacific,Hong Kong,228,9.65
144.24.160.235,443,443,true,FRA,Europe,Frankfurt,165,9.65
138.3.210.114,8880,8880,false,LAX,North America,Los Angeles,188,9.65
158.179.182.19,2082,2082,false,SIN,Asia Pacific,Singapore,142,9.63
150.230.202.132,2096,2096,true,SIN,Asia Pacific,Singapore,162,9.61
130.162.182.132,443,443,true,FRA,Europe,Frankfurt,211,9.60
155.248.166.141,2086,2086,false,SIN,Asia Pacific,Singapore,145,9.57
130.162.173.253,443,443,true,FRA,Europe,Frankfurt,221,9.57
140.83.35.198,2053,2053,true,SIN,Asia Pacific,Singapore,140,9.55
158.101.158.238,80,80,false,HKG,Asia Pacific,Hong Kong,145,9.55
138.3.222.204,8880,8880,false,SIN,Asia Pacific,Singapore,148,9.54
151.145.65.8,8443,8443,true,NRT,Asia Pacific,Tokyo,90,9.54
89.168.71.13,443,443,true,FRA,Europe,Frankfurt,181,9.53
168.138.205.195,2053,2053,true,NRT,Asia Pacific,Tokyo,165,9.51
158.101.158.251,2096,2096,true,LAX,North America,Los Angeles,184,9.50
132.145.123.159,8443,8443,true,NRT,Asia Pacific,Tokyo,74,9.50
150.230.201.63,8080,8080,false,NRT,Asia Pacific,Tokyo,71,9.50
138.2.8.232,2082,2082,false,LAX,North America,Los Angeles,175,9.48
150.230.205.56,2053,2053,true,LAX,North America,Los Angeles,210,9.47
150.230.201.39,2053,2053,true,NRT,Asia Pacific,Tokyo,86,9.45
150.230.105.228,2096,2096,true,HKG,Asia Pacific,Hong Kong,129,9.45
168.138.208.17,8880,8880,false,NRT,Asia Pacific,Tokyo,69,9.44
132.145.125.86,2095,2095,false,SIN,Asia Pacific,Singapore,158,9.43
138.3.223.50,2052,2052,false,SIN,Asia Pacific,Singapore,147,9.43
151.145.70.28,2052,2052,false,HKG,Asia Pacific,Hong Kong,230,9.40
152.70.102.124,2086,2086,false,HKG,Asia Pacific,Hong Kong,128,9.40
138.3.208.9,2095,2095,false,SIN,Asia Pacific,Singapore,162,9.39
138.2.31.68,2082,2082,false,HKG,Asia Pacific,Hong Kong,133,9.38
150.230.106.21,8080,8080,false,LAX,North America,Los Angeles,188,9.37
138.2.14.164,8080,8080,false,HKG,Asia Pacific,Hong Kong,244,9.36
151.145.69.105,80,80,false,HKG,Asia Pacific,Hong Kong,137,9.36
141.147.178.115,2087,2087,true,NRT,Asia Pacific,Tokyo,84,9.36
158.180.55.177,443,443,true,FRA,Europe,Frankfurt,193,9.35
138.2.10.251,80,80,false,NRT,Asia Pacific,Tokyo,73,9.34
138.2.31.68,2095,2095,false,HKG,Asia Pacific,Hong Kong,126,9.33
132.145.127.21,80,80,false,NRT,Asia Pacific,Tokyo,71,9.32
150.230.202.232,2096,2096,true,NRT,Asia Pacific,Tokyo,119,9.31
143.47.181.230,443,443,true,FRA,Europe,Frankfurt,175,9.30
155.248.182.244,2086,2086,false,SIN,Asia Pacific,Singapore,151,9.30
152.70.53.145,443,443,true,FRA,Europe,Frankfurt,170,9.30
84.235.173.172,443,443,true,FRA,Europe,Frankfurt,204,9.28
150.230.201.39,2083,2083,true,NRT,Asia Pacific,Tokyo,77,9.27
141.147.178.135,80,80,false,HKG,Asia Pacific,Hong Kong,143,9.26
158.180.61.243,443,443,true,FRA,Europe,Frankfurt,212,9.26
155.248.180.57,2052,2052,false,LAX,North America,Los Angeles,186,9.25
138.2.10.251,2052,2052,false,LAX,North America,Los Angeles,177,9.25
168.138.198.202,8080,8080,false,NRT,Asia Pacific,Tokyo,70,9.24
141.147.6.9,443,443,true,FRA,Europe,Frankfurt,202,9.23
141.144.204.27,8443,443,true,AMS,Europe,Amsterdam,197,9.21
151.145.69.174,2095,2095,false,SIN,Asia Pacific,Singapore,158,9.21
138.3.212.226,2083,2083,true,LAX,North America,Los Angeles,187,9.21
141.147.1.176,443,443,true,FRA,Europe,Frankfurt,193,9.19
140.238.35.138,2087,2087,true,SIN,Asia Pacific,Singapore,140,9.19
155.248.182.244,2095,2095,false,SIN,Asia Pacific,Singapore,142,9.19
168.138.200.155,2095,2095,false,LAX,North America,Los Angeles,192,9.19
158.101.142.103,8443,8443,true,SIN,Asia Pacific,Singapore,159,9.17
151.145.75.28,80,80,false,NRT,Asia Pacific,Tokyo,80,9.17
168.138.211.217,8880,8880,false,NRT,Asia Pacific,Tokyo,79,9.16
138.2.31.68,2086,2086,false,HKG,Asia Pacific,Hong Kong,127,9.16
151.145.69.174,2052,2052,false,HKG,Asia Pacific,Hong Kong,149,9.16
144.21.32.193,2053,443,true,AMS,Europe,Amsterdam,183,9.15
158.101.145.246,8443,8443,true,SIN,Asia Pacific,Singapore,204,9.15
141.147.10.26,443,443,true,AMS,Europe,Amsterdam,186,9.14
152.70.106.185,2052,2052,false,HKG,Asia Pacific,Hong Kong,236,9.14
138.2.138.117,443,443,true,FRA,Europe,Frankfurt,213,9.14
141.147.17.205,443,443,true,FRA,Europe,Frankfurt,166,9.13
141.147.35.205,443,443,true,FRA,Europe,Frankfurt,195,9.12
150.230.107.197,2053,2053,true,SIN,Asia Pacific,Singapore,145,9.11
158.101.155.115,8443,8443,true,SIN,Asia Pacific,Singapore,148,9.10
138.2.6.15,2052,2052,false,SIN,Asia Pacific,Singapore,146,9.10
155.248.182.244,2083,2083,true,HKG,Asia Pacific,Hong Kong,137,9.10
141.147.182.70,2052,2052,false,NRT,Asia Pacific,Tokyo,71,9.09
143.47.180.1,443,443,true,FRA,Europe,Frankfurt,177,9.09
138.2.14.248,8443,8443,true,HKG,Asia Pacific,Hong Kong,171,9.08
168.138.211.131,80,80,false,SIN,Asia Pacific,Singapore,140,9.08
141.147.50.65,443,443,true,FRA,Europe,Frankfurt,216,9.07
132.226.5.102,80,80,false,LAX,North America,Los Angeles,192,9.07
141.147.81.190,443,443,true,FRA,Europe,Frankfurt,211,9.06
140.83.38.243,2083,2083,true,HKG,Asia Pacific,Hong Kong,241,9.05
152.70.62.23,443,443,true,FRA,Europe,Frankfurt,217,9.04
138.2.14.248,2087,2087,true,HKG,Asia Pacific,Hong Kong,187,9.03
155.248.181.4,2082,2082,false,SIN,Asia Pacific,Singapore,149,9.03
193.123.57.234,443,443,true,FRA,Europe,Frankfurt,217,9.01
150.230.105.53,2083,2083,true,SIN,Asia Pacific,Singapore,142,9.01
151.145.68.104,2082,2082,false,SIN,Asia Pacific,Singapore,154,9.00
158.179.182.19,2053,2053,true,SIN,Asia Pacific,Singapore,187,9.00
140.83.38.243,2096,2096,true,SIN,Asia Pacific,Singapore,149,9.00
138.3.215.11,8443,8443,true,HKG,Asia Pacific,Hong Kong,132,8.98
150.230.108.135,2086,2086,false,LAX,North America,Los Angeles,177,8.98
132.145.127.21,2087,2087,true,NRT,Asia Pacific,Tokyo,74,8.98
138.2.31.68,2053,2053,true,HKG,Asia Pacific,Hong Kong,221,8.98
150.230.106.21,8443,8443,true,SIN,Asia Pacific,Singapore,171,8.97
141.147.164.153,2096,2096,true,NRT,Asia Pacific,Tokyo,100,8.96
140.83.35.198,8880,8880,false,HKG,Asia Pacific,Hong Kong,238,8.95
158.101.159.212,2086,2086,false,HKG,Asia Pacific,Hong Kong,226,8.94
158.101.145.246,2053,2053,true,SIN,Asia Pacific,Singapore,161,8.93
141.147.162.204,8880,8880,false,SIN,Asia Pacific,Singapore,145,8.93
132.226.5.21,8080,8080,false,SIN,Asia Pacific,Singapore,153,8.92
138.3.212.162,8443,8443,true,SIN,Asia Pacific,Singapore,155,8.92
138.2.31.68,2083,2083,true,HKG,Asia Pacific,Hong Kong,223,8.92
168.138.208.164,2082,2082,false,LAX,North America,Los Angeles,190,8.92
138.2.14.164,2096,2096,true,SIN,Asia Pacific,Singapore,213,8.92
138.2.8.232,2095,2095,false,LAX,North America,Los Angeles,183,8.92
138.2.20.230,2053,2053,true,LAX,North America,Los Angeles,191,8.91
168.138.211.131,2096,2096,true,SIN,Asia Pacific,Singapore,209,8.91
141.147.112.255,443,443,true,FRA,Europe,Frankfurt,229,8.90
141.144.239.129,443,443,true,FRA,Europe,Frankfurt,188,8.89
168.138.211.188,8880,8880,false,HKG,Asia Pacific,Hong Kong,160,8.89
158.101.150.126,2082,2082,false,NRT,Asia Pacific,Tokyo,71,8.89
138.3.215.11,2053,2053,true,HKG,Asia Pacific,Hong Kong,128,8.88
138.3.215.11,2095,2095,false,HKG,Asia Pacific,Hong Kong,137,8.88
138.3.222.204,8443,8443,true,SIN,Asia Pacific,Singapore,175,8.87
132.226.5.102,2052,2052,false,SIN,Asia Pacific,Singapore,140,8.87
158.101.137.96,2053,2053,true,NRT,Asia Pacific,Tokyo,113,8.86
138.3.212.226,8443,8443,true,LAX,North America,Los Angeles,222,8.86
158.101.148.221,8880,8880,false,HKG,Asia Pacific,Hong Kong,132,8.85
158.179.176.239,80,80,false,HKG,Asia Pacific,Hong Kong,239,8.85
150.230.192.173,2087,2087,true,LAX,North America,Los Angeles,207,8.84
152.70.52.215,443,443,true,AMS,Europe,Amsterdam,178,8.84
158.180.57.86,443,443,true,FRA,Europe,Frankfurt,168,8.84
138.2.18.11,2095,2095,false,HKG,Asia Pacific,Hong Kong,243,8.83
138.3.211.101,2052,2052,false,SIN,Asia Pacific,Singapore,139,8.81
138.3.215.11,80,80,false,HKG,Asia Pacific,Hong Kong,132,8.80
155.248.182.244,2087,2087,true,SIN,Asia Pacific,Singapore,141,8.79
150.230.107.197,2095,2095,false,SIN,Asia Pacific,Singapore,152,8.78
141.147.42.228,443,443,true,FRA,Europe,Frankfurt,195,8.76
130.162.187.254,443,443,true,FRA,Europe,Frankfurt,226,8.76
158.101.148.221,8080,8080,false,HKG,Asia Pacific,Hong Kong,132,8.76
150.230.201.39,2087,2087,true,NRT,Asia Pacific,Tokyo,97,8.76
150.230.105.53,2082,2082,false,SIN,Asia Pacific,Singapore,148,8.75
138.3.210.114,2086,2086,false,LAX,North America,Los Angeles,179,8.73
155.248.166.141,2082,2082,false,HKG,Asia Pacific,Hong Kong,229,8.73
132.226.9.173,2095,2095,false,SIN,Asia Pacific,Singapore,150,8.72
151.145.68.166,2086,2086,false,SIN,Asia Pacific,Singapore,142,8.72
152.70.49.240,443,443,true,AMS,Europe,Amsterdam,212,8.71
141.144.199.245,443,443,true,FRA,Europe,Frankfurt,202,8.71
151.145.68.104,2086,2086,false,LAX,North America,Los Angeles,184,8.71
155.248.176.28,8080,8080,false,HKG,Asia Pacific,Hong Kong,236,8.69
150.230.97.239,2083,2083,true,SIN,Asia Pacific,Singapore,169,8.68
150.230.108.135,8443,8443,true,HKG,Asia Pacific,Hong Kong,252,8.66
158.101.152.221,80,80,false,HKG,Asia Pacific,Hong Kong,230,8.66
141.147.31.221,443,443,true,FRA,Europe,Frankfurt,176,8.65
150.230.107.197,2086,2086,false,SIN,Asia Pacific,Singapore,137,8.65
140.83.35.198,2083,2083,true,HKG,Asia Pacific,Hong Kong,243,8.65
155.248.176.28,2086,2086,false,SIN,Asia Pacific,Singapore,148,8.63
141.144.238.60,443,443,true,FRA,Europe,Frankfurt,179,8.63
89.168.90.151,443,443,true,FRA,Europe,Frankfurt,242,8.62
150.230.101.125,80,80,false,SIN,Asia Pacific,Singapore,139,8.62
168.138.211.188,2095,2095,false,HKG,Asia Pacific,Hong Kong,124,8.61
158.101.159.212,2096,2096,true,SIN,Asia Pacific,Singapore,151,8.61
138.2.14.209,8080,8080,false,LAX,North America,Los Angeles,183,8.61
140.83.37.200,2052,2052,false,LAX,North America,Los Angeles,174,8.60
150.230.214.218,2082,2082,false,SIN,Asia Pacific,Singapore,146,8.59
138.3.210.114,2082,2082,false,SIN,Asia Pacific,Singapore,152,8.59
158.101.148.221,2087,2087,true,HKG,Asia Pacific,Hong Kong,153,8.58
150.230.109.138,2052,2052,false,SIN,Asia Pacific,Singapore,141,8.56
